"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"4092",-118.42,34.15,31,1861,430,736,360,5.2853,12.7824050714983
"4096",-118.4,34.15,44,2515,510,967,484,5.0754,12.8333470819394
"4097",-118.41,34.15,24,3891,866,1568,830,4.1656,12.8068303767968
"4098",-118.41,34.15,46,1628,259,500,258,6.083,12.9574887342141
"4101",-118.37,34.14,21,4670,1161,1914,1094,3.7986,12.8150226672894
"4102",-118.38,34.14,42,1253,225,492,224,7.7112,12.8654044775954
"4103",-118.39,34.14,19,5076,1034,2021,960,5.5683,12.6417435956954
"4104",-118.39,34.15,36,2696,713,905,659,3.1146,12.830673283555
"4105",-118.35,34.13,39,1610,278,511,278,4.3333,12.8633335475257
"4106",-118.34,34.12,41,3257,679,1237,638,4.2415,12.9229363527074
"4107",-118.36,34.13,36,6871,1180,2216,1130,8.0499,13.1135244287371
"4110",-118.39,34.14,34,4624,781,1572,719,6.5533,13.1223653774023
"4112",-118.4,34.13,32,8262,1156,2712,1125,10.5575,13.1223653774023
"4113",-118.4,34.14,52,1695,281,595,264,6.0678,12.8974682930513
"4115",-118.41,34.14,33,778,143,258,130,5.738,13.1175518204071
"4116",-118.42,34.14,27,3990,892,1417,800,4.0439,13.1223653774023
"4117",-118.42,34.13,38,3830,518,1292,516,12.7823,13.1223653774023
"4118",-118.22,34.14,52,2298,406,1203,387,5.5291,12.523070772316
"4119",-118.22,34.14,52,1388,271,735,239,3.7404,12.4199736154775
"4121",-118.19,34.14,46,2387,488,1181,456,3.6058,12.4603271918694
"4123",-118.23,34.14,39,277,89,182,91,2.3958,12.0725412529057
"4124",-118.22,34.14,50,3657,708,1725,644,5.5456,12.4611023857067
"4125",-118.22,34.13,35,2983,526,1614,543,5.7794,12.5150268532575
"4126",-118.2,34.14,52,2090,466,1219,390,4.0909,12.2268551847127
"4127",-118.21,34.14,44,1681,407,1105,387,3.2222,12.136186518066
"4128",-118.21,34.14,25,1908,628,1412,588,2.2267,12.153726165158
"4130",-118.19,34.14,47,2525,523,1514,498,4.3359,12.2510460111729
"4133",-118.21,34.13,52,2465,611,1433,570,3.25,12.2746654369958
"4135",-118.22,34.13,52,791,174,501,162,3.3542,12.0901004692778
"4136",-118.18,34.13,52,2228,475,1311,452,3.5341,12.1123112657157
"4139",-118.17,34.12,35,2568,672,1696,605,2.9154,12.0388367261543
"4140",-118.18,34.12,29,2640,737,1795,655,2.369,12.0633563433286
"4142",-118.19,34.13,50,1309,302,883,293,3.1287,12.1960223096767
"4143",-118.19,34.12,52,679,132,483,163,4.2344,11.9984332807519
"4148",-118.2,34.13,50,2929,588,1931,574,3.3438,12.0645090812084
"4151",-118.21,34.12,52,1590,360,1127,321,3.4625,12.0662357003424
"4152",-118.21,34.12,41,1904,514,1666,498,3.6845,12.0771022642332
"4153",-118.21,34.12,52,1301,389,1189,361,2.5139,12.1547793511426
"4154",-118.2,34.11,52,678,173,791,186,4.0625,12.0511716843122
"4155",-118.2,34.11,46,3659,1068,4153,993,2.5211,12.0008917945901
"4157",-118.2,34.12,44,1565,398,1500,407,2.8125,11.9550438907264
"4159",-118.19,34.11,40,1266,348,1032,315,2.1667,11.9183905730784
"4160",-118.19,34.12,35,2524,749,2487,679,2.4932,12.0299319478113
"4161",-118.18,34.11,33,1523,391,753,298,2.6591,12.1216034889037
"4163",-118.19,34.11,38,1158,309,1051,322,2.286,12.0394275681212
"4164",-118.19,34.11,26,1638,457,1155,437,3.4227,11.8761787242691
"4165",-118.19,34.1,42,1577,379,1317,378,3.2121,11.944058319827
"4166",-118.2,34.11,36,1441,534,1809,500,2.1793,12.1318877473408
"4168",-118.2,34.1,30,3643,1197,4336,1163,2.07,11.9479493753199
"4169",-118.21,34.11,32,2759,499,1661,533,4.3812,12.3379777164101
"4170",-118.21,34.1,40,1684,316,795,330,5.2723,12.293625542538
"4171",-118.21,34.1,47,5077,1271,3348,1106,3.0377,12.1377938047769
"4173",-118.23,34.1,38,1051,249,799,229,2.712,11.8761787242691
"4174",-118.23,34.1,46,2483,587,2121,553,2.2788,11.9375393919172
"4179",-118.22,34.09,42,1706,488,1941,447,2.5213,11.9163885704077
"4183",-118.23,34.13,47,1162,235,781,268,4.6528,12.4065615062796
"4189",-118.22,34.12,28,3306,1025,2670,942,3.0919,12.1302709321139
"4190",-118.21,34.12,35,1937,439,1523,412,3.5638,12.0464905757057
"4194",-118.24,34.12,41,1213,301,801,300,3.1806,12.2268551847127
"4195",-118.23,34.12,32,2094,491,1413,479,4.5089,12.3063703668455
"4197",-118.23,34.11,35,4148,971,3220,892,3.3389,12.1393985122622
"4199",-118.24,34.12,29,2904,892,3320,765,2.6111,12.036469861144
"4201",-118.24,34.11,50,2141,451,1777,426,2.7679,12.0940231417216
"4202",-118.24,34.11,39,1148,348,1161,333,2.2167,12.0822086583078
"4204",-118.26,34.12,45,2839,698,1768,653,3.1306,12.273731294004
"4205",-118.26,34.11,47,2183,510,1445,503,3.6667,12.2591393664669
"4206",-118.25,34.11,43,2230,583,1667,543,2.8667,12.291332489481
"4208",-118.25,34.11,39,1415,369,1467,351,3.015,11.9595325164096
"4209",-118.24,34.1,42,1525,456,1688,432,3.1691,11.8586405686726
"4210",-118.25,34.11,52,125,42,99,40,3.4375,12.0435537160324
"4211",-118.25,34.1,42,598,147,312,144,2.625,12.0094493040254
"4214",-118.27,34.14,29,3768,1211,2320,1030,2.7685,12.228323254465
"4215",-118.27,34.13,47,1375,359,1512,418,2.1071,12.2496109475447
"4216",-118.27,34.13,46,1613,396,966,416,2.9392,12.3471380858088
"4217",-118.27,34.11,36,1832,539,934,486,3.0521,12.5303276982128
"4218",-118.27,34.11,39,3825,916,1378,746,4.4094,12.7730895489459
"4221",-118.28,34.12,50,2384,312,836,337,12.8763,13.1223653774023
"4222",-118.26,34.12,52,1942,476,1375,477,2.7348,12.2505678854167
"4223",-118.26,34.12,52,2290,520,1278,485,3.8393,12.3808659359033
"4224",-118.27,34.12,50,2037,440,1089,417,3.575,12.3484398868171
"4225",-118.29,34.11,30,2774,570,1076,580,5.296,13.1223653774023
"4229",-118.29,34.11,24,3696,1125,1685,1031,2.3789,12.4938797101701
"4230",-118.29,34.11,49,2850,379,1113,380,12.9591,13.1223653774023
"4231",-118.29,34.11,48,1448,295,681,287,3.2333,12.9863145329411
"4232",-118.3,34.11,52,3136,675,1213,606,3.5806,12.8787619841877
"4233",-118.3,34.1,37,5305,1980,3895,1874,2.0672,12.5542616858186
"4234",-118.3,34.11,25,1590,218,568,206,8.4389,13.1223653774023
"4235",-118.3,34.11,52,1954,245,645,237,6.9391,13.1223653774023
"4236",-118.31,34.11,52,1875,303,735,293,5.8659,12.979185607728
"4238",-118.31,34.13,40,2822,443,907,414,7.2692,13.1197599915342
"4241",-118.32,34.11,33,5135,1450,2404,1292,3.2462,12.9847092121055
"4246",-118.32,34.13,34,1856,273,540,264,4.0833,13.1223653774023
"4248",-118.34,34.13,45,2375,417,751,410,6.6739,13.1223653774023
"4249",-118.32,34.14,23,4574,1423,1624,995,4.0965,13.1223653774023
"4252",-118.36,34.1,52,1295,281,578,273,2.976,12.9118892291908
"4255",-118.35,34.1,16,2930,1038,1648,980,2.6458,12.8271866231903
"4257",-118.35,34.1,18,4109,1301,2103,1116,2.325,12.4292161968444
"4258",-118.35,34.1,24,5477,1803,2863,1755,1.845,12.3779229024568
"4260",-118.34,34.1,29,3193,1452,2039,1265,1.8209,13.1223653774023
"4261",-118.34,34.1,24,1996,791,1215,672,1.5429,12.6915804613119
"4262",-118.34,34.1,28,2223,752,1271,684,2.5434,12.3549235922625
"4265",-118.31,34.1,40,4984,2158,4828,2028,1.6903,12.7656884334656
"4266",-118.32,34.1,28,1759,716,1463,620,1.7306,13.0170028617465
"4267",-118.3,34.1,35,7517,2961,5899,2769,1.9354,12.7367008965923
"4268",-118.3,34.1,25,3926,1715,4865,1612,1.6112,12.4780063610138
"4274",-118.32,34.09,34,2473,1171,2655,1083,1.6331,11.9984332807519
"4275",-118.33,34.09,30,1679,682,1445,579,2.1403,12.2060726455302
"4277",-118.31,34.1,34,399,141,482,134,1.625,11.1198828768606
"4278",-118.31,34.09,34,2065,839,2626,775,1.8214,12.2600872338364
"4282",-118.32,34.09,27,210,98,332,112,2.5556,12.0725412529057
"4284",-118.32,34.09,34,1478,675,1976,653,2.0557,12.3238556811866
"4285",-118.32,34.1,31,622,229,597,227,1.5284,12.2060726455302
"4287",-118.32,34.1,52,786,270,756,273,2.2311,12.2370866990593
"4289",-118.3,34.09,40,3058,1215,3953,1223,1.8156,12.29591334953
"4291",-118.3,34.1,38,2067,914,2717,853,1.7641,12.4292161968444
"4295",-118.29,34.1,39,631,298,744,274,2.7054,11.9984332807519
"4296",-118.29,34.09,29,2240,792,2254,739,2.3317,12.0581525154536
"4298",-118.29,34.09,43,1583,658,1941,614,1.9835,12.3238556811866
"4299",-118.29,34.09,28,1562,648,1974,597,1.9766,11.6307085006266
"4300",-118.29,34.09,35,2198,998,3441,912,2.0467,11.9722472458691
"4301",-118.29,34.09,35,2624,1116,3548,1008,2.0132,12.1980404738329
"4302",-118.29,34.09,39,336,173,586,151,1.8056,12.4780063610138
"4303",-118.29,34.09,52,1272,322,984,353,1.9063,12.4745718985652
"4304",-118.3,34.09,29,3245,1190,3906,1102,2.1927,12.4423298359898
"4307",-118.31,34.09,36,2517,842,2446,689,2.1524,12.1415341243926
"4308",-118.31,34.09,30,3165,1263,3678,1141,2,12.3908910825227
"4312",-118.32,34.09,28,2173,819,2548,763,1.879,12.29591334953
"4314",-118.33,34.09,36,561,180,340,127,1.4375,12.0137007528827
"4315",-118.33,34.09,40,2004,687,1514,542,1.9911,12.3013828253345
"4319",-118.34,34.09,52,1731,502,849,466,3.2946,12.6810638162869
"4322",-118.35,34.08,52,1003,200,514,204,3.8472,12.8884116273735
"4323",-118.35,34.08,52,2088,388,908,375,3.8141,12.7425660160447
"4324",-118.35,34.09,42,2210,643,1228,605,2.5982,12.6628643808037
"4325",-118.35,34.08,52,1710,350,727,355,4.5833,12.7185968259317
"4328",-118.33,34.08,52,1777,454,671,439,3.5083,13.1223653774023
"4329",-118.33,34.08,50,2989,832,1345,775,3.2426,13.0010992899113
"4330",-118.31,34.08,30,1390,457,1460,423,2.2422,12.4470561149727
"4332",-118.32,34.08,46,2038,534,1250,525,2.4196,12.7885675559865
"4335",-118.32,34.08,52,2370,473,1053,434,4.1429,12.8487156939164
"4336",-118.3,34.08,34,2501,1047,3326,970,1.8771,12.4191658609909
"4337",-118.3,34.08,36,1276,503,1502,450,2.1766,12.2336878125631
"4338",-118.31,34.08,27,1514,510,1603,518,2.8971,12.4336065451457
"4339",-118.31,34.08,26,1609,534,1868,497,2.7038,12.3331457280936
"4341",-118.29,34.08,23,1864,937,2795,858,1.8495,12.2666972673466
"4342",-118.3,34.08,34,1562,651,1774,559,1.5685,12.3238556811866
"4344",-118.29,34.08,25,2459,823,2635,763,2.4,12.0662357003424
"4345",-118.29,34.08,38,380,130,445,140,1.9286,11.8313791960888
"4346",-118.37,34.12,34,2821,399,843,391,11.615,13.1223653774023
"4347",-118.36,34.12,26,3902,610,1468,632,8.5136,13.1223653774023
"4351",-118.37,34.11,42,5518,979,1863,957,8.5842,13.1223653774023
"4355",-118.39,34.1,30,6310,957,1776,880,8.944,13.1223653774023
"4358",-118.36,34.08,40,3110,764,1557,763,1.9937,12.8133895694849
"4359",-118.37,34.08,52,2946,695,1258,650,3.9783,12.8322784203362
"4360",-118.37,34.08,22,3008,938,1224,816,3.2149,12.6115377536383
"4361",-118.37,34.09,31,2697,706,1059,689,2.8942,13.1223653774023
"4362",-118.36,34.08,45,2195,483,1265,455,3.3864,12.893955996415
"4363",-118.37,34.08,52,1466,254,600,253,5.7524,12.8830904441602
"4364",-118.37,34.08,52,1234,223,543,213,6.0338,12.9567809366147
"4367",-118.27,34.1,51,3149,519,1082,510,6.4459,12.9518122762093
"4368",-118.27,34.1,41,3729,740,1364,707,5.7778,12.9304762157407
"4369",-118.27,34.11,41,4138,1130,1859,1030,2.978,12.6339513484752
"4370",-118.28,34.11,46,1156,203,514,213,4.2019,12.7716705051431
"4371",-118.28,34.11,52,2036,348,775,332,5.4122,12.8929502130765
"4372",-118.28,34.11,52,1803,437,787,388,4.5781,12.7952472357071
"4373",-118.28,34.1,44,2728,585,1227,567,4.0602,12.6884987947745
"4374",-118.27,34.1,50,2113,398,793,418,4.7132,12.6267547194432
"4375",-118.28,34.1,49,1767,467,1066,438,3.0958,12.2591393664669
"4377",-118.28,34.1,49,2843,880,2004,796,2.7875,12.2890341662445
"4381",-118.27,34.09,52,2327,555,1048,491,3.7847,12.4383741346291
"4382",-118.26,34.09,51,1532,366,669,333,3.6434,12.5382499578685
"4384",-118.27,34.09,52,1079,222,439,201,4.625,12.3493068136161
"4385",-118.27,34.09,44,3646,912,1783,861,2.9709,12.3238556811866
"4389",-118.27,34.08,35,1147,365,1016,296,2.3913,12.2000545732046
"4390",-118.26,34.07,36,2306,813,2823,765,2.0214,12.0464905757057
"4391",-118.26,34.07,28,579,184,673,202,2.625,12.1415341243926
"4392",-118.27,34.07,27,1190,518,1795,422,1.7016,11.982929094216
"4394",-118.27,34.08,46,3007,854,2587,814,2.7179,12.1243201436579
"4395",-118.28,34.08,42,997,374,982,372,2.9423,12.2060726455302
"4397",-118.27,34.08,43,962,253,658,244,3.2386,12.1281111040605
"4398",-118.27,34.07,38,1270,556,1692,450,1.87,12.0482485603366
"4399",-118.28,34.08,42,1618,522,1454,440,3.1607,12.1117619660589
"4403",-118.28,34.09,49,3828,1197,2862,1009,2.4677,12.297739834056
"4406",-118.24,34.08,52,109,20,86,24,4.9844,12.1415341243926
"4407",-118.24,34.08,52,137,26,65,24,4.025,11.8313791960888
"4409",-118.23,34.09,49,1638,456,1500,430,2.6923,11.9183905730784
"4410",-118.23,34.09,45,1747,484,1680,441,2.6051,11.9544010106014
"4411",-118.25,34.09,52,2050,429,957,418,3.5603,12.2548628096996
"4413",-118.25,34.08,44,1425,438,1121,374,2.1108,12.2060726455302
"4414",-118.25,34.08,47,2133,689,2104,662,2.6136,12.0388367261543
"4417",-118.26,34.08,50,1791,660,2183,675,1.7945,12.0239510687389
"4418",-118.26,34.08,45,2174,627,1992,557,2.5428,12.0305280730152
"4419",-118.25,34.09,52,3142,765,1728,682,3.1864,12.153726165158
"4420",-118.26,34.08,45,2225,827,2699,792,1.9209,12.096257779523
"4421",-118.26,34.07,46,2341,703,2371,648,2.4038,12.1101122543843
"4422",-118.26,34.07,52,830,200,701,189,2.7625,12.3549235922625
"4424",-118.25,34.07,43,764,322,1275,306,2,12.0725412529057
"4425",-118.25,34.06,20,41,17,87,25,1.5491,12.3238556811866
"4426",-118.24,34.07,27,223,80,249,82,1.6136,11.8313791960888
"4427",-118.25,34.07,18,4297,1420,4332,1286,2.2545,12.16785143271
"4428",-118.25,34.07,16,719,225,801,218,2.3942,11.8003575061668
"4429",-118.22,34.09,40,1081,282,970,263,1.875,11.9183905730784
"4430",-118.22,34.08,31,394,117,573,131,1.8173,11.9460057401114
"4433",-118.2,34.08,49,1320,309,1405,328,2.4375,11.6439537273766
"4437",-118.21,34.08,26,2574,807,3163,802,1.9495,12.0622022751105
"4439",-118.2,34.08,41,1807,429,1699,424,2.2222,11.7440371859336
"4440",-118.19,34.1,39,2054,423,1205,403,4.239,12.2690474446916
"4441",-118.21,34.08,52,3672,808,3062,764,2.6806,11.9381932003746
"4442",-118.21,34.09,39,1287,353,1171,345,1.6118,11.8386256046095
"4443",-118.21,34.09,39,1561,445,1780,391,2.4632,11.878956503833
"4444",-118.21,34.09,37,1822,498,1961,506,1.9881,11.9779165523924
"4446",-118.22,34.07,36,839,250,1079,245,1.7463,11.9722472458691
"4449",-118.21,34.07,47,1346,383,1452,371,1.7292,12.1636869290337
"4452",-118.21,34.06,29,1478,413,1580,394,1.8781,11.901583454762
"4453",-118.16,34.09,36,3334,920,2881,800,2.1696,12.0482485603366
"4455",-118.17,34.1,37,299,89,318,92,1.3125,11.8899910985567
"4459",-118.19,34.09,41,2090,530,2043,537,1.9706,11.878956503833
"4462",-118.18,34.1,7,2529,689,1215,577,4.7853,11.9388465816458
"4463",-118.18,34.1,8,1116,267,435,235,4.9231,12.3497399953426
"4464",-118.18,34.08,35,2226,602,2230,549,2.9167,11.7698905647599
"4465",-118.19,34.08,35,1554,381,1487,374,1.9038,11.8458198802436
"4466",-118.19,34.07,38,2965,665,2128,650,3.0241,12.021548665181
"4467",-118.19,34.07,42,1555,337,1152,348,3.375,12.0411980023399
"4468",-118.19,34.06,44,1734,364,1133,351,2.5132,12.0021187886091
"4469",-118.16,34.09,33,1515,415,1345,346,2.375,12.0725412529057
"4470",-118.16,34.09,50,1568,302,1093,333,3.1442,11.9959687077238
"4472",-118.17,34.09,33,2907,797,3212,793,2.2348,11.8954630684347
"4473",-118.18,34.08,31,1318,311,1164,289,2.9939,11.8167269193019
"4475",-118.16,34.08,43,1523,378,1338,352,3.2031,11.8817265887068
"4476",-118.17,34.08,39,787,181,731,179,3.2279,11.9735098722995
"4477",-118.17,34.08,33,851,231,936,228,3.375,11.901583454762
"4478",-118.18,34.07,28,2616,630,2218,621,2.6842,11.9576112862317
"4479",-118.17,34.07,19,2150,544,1510,467,3.4952,11.9183905730784
"4481",-118.17,34.07,37,1155,225,814,241,3.875,11.9083402372249
"4483",-118.19,34.06,32,555,159,748,163,1.9762,11.8313791960888
"4486",-118.2,34.06,40,1181,335,1441,337,2.1136,11.6244668397031
"4487",-118.2,34.05,8,762,204,728,174,2.4886,11.8313791960888
"4490",-118.19,34.05,37,349,79,276,64,3.2125,11.7360690162844
"4491",-118.2,34.06,46,321,101,401,86,2.1029,11.60276616897
"4492",-118.21,34.06,30,511,153,1152,149,2.3611,11.9627263868984
"4493",-118.22,34.06,52,48,6,41,10,10.2264,11.6307085006266
"4494",-118.22,34.05,36,1243,470,1668,444,1.0714,11.8313791960888
"4495",-118.21,34.06,52,470,115,434,123,2.095,11.6000201718212
"4496",-118.22,34.06,34,1083,364,1132,338,2.2344,11.9388465816458
"4497",-118.22,34.05,34,1113,313,928,290,3.1654,11.9511803959014
"4498",-118.22,34.05,41,1422,478,1640,434,1.6122,11.9646378242437
"4500",-118.21,34.05,28,1079,306,1358,285,2.52,11.7897993387054
"4502",-118.21,34.05,45,2146,607,2868,625,2.121,11.8775685785581
"4503",-118.2,34.05,43,1165,317,1279,303,1.9615,11.8614674256788
"4504",-118.2,34.05,40,1146,323,1354,321,1.9205,11.7109563154694
"4505",-118.2,34.05,40,1082,318,1085,273,1.7054,11.671637156125
"4506",-118.2,34.05,42,1703,586,2490,581,2.02,11.8995474852769
"4508",-118.19,34.05,43,977,266,1084,259,2.7708,11.7590039875669
"4509",-118.19,34.05,41,1098,264,1178,245,2.1058,11.7304532774988
"4510",-118.2,34.05,50,1407,401,1526,385,2.29,11.7101356342579
"4512",-118.19,34.04,40,1095,305,1322,281,1.9688,11.9183905730784
"4513",-118.19,34.03,52,1053,246,1036,249,2.1071,11.825544022712
"4514",-118.19,34.03,50,1183,246,851,231,3.2639,11.8677987869623
"4515",-118.2,34.04,52,1249,307,1223,297,2.07,11.8226136176846
"4516",-118.2,34.04,47,1894,408,1629,379,3.7619,11.7566556498928
"4517",-118.2,34.03,52,1754,452,1849,445,2.3716,11.7183122946952
"4518",-118.2,34.04,44,1399,386,1419,373,1.8224,11.8761787242691
"4519",-118.2,34.04,36,1625,490,2003,478,2.181,11.8995474852769
"4520",-118.2,34.04,44,1582,544,1998,515,1.6888,11.7360690162844
"4521",-118.2,34.04,18,796,227,547,218,1.0333,11.8159886394603
"4526",-118.21,34.04,52,846,271,1153,281,2.1923,11.9511803959014
"4527",-118.22,34.05,43,1153,411,1667,409,1.9402,11.8443851597679
"4530",-118.22,34.05,44,1105,346,1598,372,1.2,11.6578912352204
"4531",-118.22,34.04,43,2343,803,2468,707,1.5163,11.6526874073454
"4533",-118.21,34.04,47,1306,391,1499,346,2.2788,11.8465364693104
"4535",-118.21,34.03,45,1860,472,1893,456,2.6573,11.8621728930802
"4536",-118.21,34.03,44,1550,407,1718,403,2.5268,11.8572241378409
"4539",-118.2,34.03,41,1292,334,1150,322,1.925,11.814510442591
"4545",-118.19,34.02,44,2702,770,3260,721,2.3575,11.8831087589338
"4546",-118.2,34.02,48,2230,593,2419,598,2.3944,11.7806598996123
"4548",-118.2,34.02,42,498,120,548,119,3.7543,11.7487877886922
"4549",-118.21,34.02,52,22,7,55,7,7.5752,11.1198828768606
"4554",-118.24,34.06,33,390,199,435,193,1.1979,12.7656884334656
"4555",-118.24,34.06,8,1204,552,1074,517,1.0227,11.3793940723457
"4558",-118.25,34.05,8,3105,1256,1086,997,0.8131,12.5245263766487
"4563",-118.26,34.06,15,326,123,490,105,1.4886,12.0725412529057
"4565",-118.26,34.07,52,1802,613,2382,587,1.8438,12.1329641737095
"4566",-118.26,34.07,40,680,273,995,249,2.2607,12.0173305209333
"4567",-118.26,34.07,30,929,238,763,214,2.5227,12.1415341243926
"4569",-118.26,34.06,42,2541,1282,3974,1189,1.5854,11.3793940723457
"4571",-118.27,34.06,30,1771,788,2188,764,1.5885,11.9460057401114
"4575",-118.27,34.07,33,1177,468,1533,430,2.3981,12.1188794338278
"4579",-118.28,34.07,32,1777,536,1684,489,2.3636,12.1547793511426
"4582",-118.28,34.06,17,2518,1196,3051,1000,1.7199,12.0725412529057
"4587",-118.26,34.06,33,1950,1047,3707,1012,1.7238,11.6082356447746
"4588",-118.27,34.05,37,350,245,1122,248,2.7634,11.8313791960888
"4590",-118.28,34.06,52,1261,616,2309,581,1.6184,12.3238556811866
"4591",-118.28,34.06,52,936,454,990,354,1.1122,12.1415341243926
"4596",-118.28,34.05,31,1525,730,2510,652,1.6355,11.9984332807519
"4598",-118.28,34.05,41,1075,597,2260,614,1.3,11.9984332807519
"4599",-118.28,34.05,44,968,384,1805,375,1.4801,12.2666972673466
"4601",-118.27,34.04,13,1784,730,2158,682,1.7038,11.6792870021855
"4603",-118.27,34.05,12,535,328,1194,365,1.2012,12.5245263766487
"4606",-118.33,34.07,52,2248,255,813,265,15.0001,13.1223653774023
"4607",-118.33,34.07,52,1482,171,531,161,15.0001,13.1223653774023
"4608",-118.34,34.06,52,2089,309,883,281,7.4574,13.1223653774023
"4610",-118.29,34.08,49,649,315,987,329,1.6806,12.6657102325267
"4612",-118.29,34.06,9,1554,815,1704,761,2.0185,11.8614674256788
"4613",-118.29,34.07,22,492,269,634,261,1.6406,12.6115377536383
"4614",-118.29,34.07,26,2302,1124,2660,1004,2.3567,12.4415399465332
"4617",-118.3,34.07,46,5677,2610,7443,2406,1.8238,12.3779229024568
"4618",-118.3,34.07,26,2107,757,2660,740,2.3375,12.5507256142416
"4619",-118.3,34.07,36,2657,738,2274,723,3.425,12.5485979538645
"4620",-118.31,34.07,28,2362,949,2759,894,2.2364,12.6300323362745
"4621",-118.31,34.08,49,2549,630,1539,594,2.6218,12.7682565615713
"4625",-118.32,34.06,52,983,246,578,204,5.7393,13.1223653774023
"4629",-118.31,34.06,30,3110,1269,2535,1218,1.6987,12.9299914847569
"4631",-118.31,34.07,20,3264,1248,2919,1191,2.3674,13.1223653774023
"4635",-118.3,34.07,28,5221,2530,5840,2374,1.8829,12.6115377536383
"4636",-118.3,34.06,43,1366,740,942,672,1.6953,11.9183905730784
"4637",-118.29,34.06,42,3894,2293,6846,2156,1.5553,11.1562505210315
"4638",-118.29,34.06,27,2456,1111,4137,1104,1.5954,12.1415341243926
"4639",-118.29,34.06,46,1759,1012,2716,877,2.1637,12.7656884334656
"4643",-118.3,34.06,21,3960,1490,3468,1335,1.8214,13.0710700830168
"4644",-118.3,34.06,23,2512,1203,3720,1118,1.7896,12.682927749725
